ip,username,password,timestamp,method,endpoint,status,user_agent,referrer,login_status
218.92.0.216,adam,""" onmouseover=""alert(1)""",2025-04-21T03:52:49+0900,OPTIONS,/api/data,400,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://someother.com,failed
45.227.253.82,guest,letmein,2025-04-20T22:52:49+0400,HEAD,/register,400,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",https://evil.com/redirect,failed
218.92.0.217,janedoe,password123,2025-04-21T04:52:49+1000,POST,/api/user,404,PostmanRuntime/7.29.0,-,success
45.227.253.82,hilary,x' OR 1=1 --,2025-04-20T19:52:49+0100,DELETE,/api/data,301,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://unknown.tld/weird,success
103.86.49.149,janedoe,password123,2025-04-20T20:52:49+0200,GET,/api/data,201,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",-,failed
185.220.101.23,service_account,'; DROP TABLE users; --,2025-04-20T21:52:49+0300,POST,/register,404,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://bot.com/spam,success
218.92.0.231,user,<script>alert(1)</script>,2025-04-20T14:52:49-0400,HEAD,/settings,400,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://secured.com,failed
185.220.101.23,eve,<script>alert(1)</script>,2025-04-21T03:52:49+0900,DELETE,/api/data,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://evil.com/redirect,failed
45.227.253.82,guest1,<script>alert('xss')</script>,2025-04-20T14:52:49-0400,HEAD,/usr/login,403,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://attack.com/malicious,success
45.148.10.67,user,password1,2025-04-20T19:52:49+0100,PATCH,/profile,400,curl/7.68.0,https://evil.com/phishing,failed
185.220.100.252,alice,""" onmouseover=""alert(1)""",2025-04-21T00:22:49+0530,PUT,/auth,500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://example.com,success
218.92.0.219,service_account,admin' #,2025-04-20T19:52:49+0100,POST,/auth,403,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",https://evil.com/phishing,failed
37.123.163.58,hacker,iloveyou,2025-04-21T06:52:49+1200,HEAD,/logout,502,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://bot.com/spam,success
141.98.10.91,james,123456,2025-04-21T00:22:49+0530,POST,/profile,403,PostmanRuntime/7.29.0,https://google.com,success
45.66.11.10,isabella,12345,2025-04-20T18:52:49+0000,POST,/admin,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://bot.com/spam,failed
103.152.220.10,user,password123,2025-04-20T20:52:49+0200,HEAD,/login,403,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://evil.com/phishing,success
185.220.101.23,test,1234abcd,2025-04-21T00:22:49+0530,DELETE,/api/user,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://google.com,failed
134.209.120.69,johnsmith,'; DROP TABLE users; --,2025-04-21T03:52:49+0900,OPTIONS,/profile,500,PostmanRuntime/7.29.0,https://youtube.com,failed
109.248.148.55,guest,1234abcd,2025-04-20T21:52:49+0300,DELETE,/auth,500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://unknown.tld/weird,success
218.92.0.227,bob,admin' #,2025-04-20T19:52:49+0100,OPTIONS,/api/user,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://secured.com,success
89.234.157.254,root,""" onmouseover=""alert(1)""",2025-04-20T14:52:49-0400,DELETE,/login,502,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://attack.com/malicious,failed
218.92.0.219,dev,letmein,2025-04-21T06:52:49+1200,OPTIONS,/profile,503,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://example.com,failed
45.148.10.67,eve,root123,2025-04-20T14:52:49-0400,PATCH,/login,500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://example.com,success
203.190.54.1,service,""" onmouseover=""alert(1)""",2025-04-21T00:22:49+0530,PATCH,/profile,503,python-requests/2.25.1,https://bot.com/spam,success
218.92.0.227,root,letmein,2025-04-20T20:52:49+0200,DELETE,/profile,200,curl/7.68.0,https://attack.com/malicious,failed
218.92.0.231,janedoe,root123,2025-04-20T14:52:49-0400,OPTIONS,/auth,502,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://legit-site.org,failed
45.134.20.55,donald,pass@123,2025-04-21T04:52:49+1000,HEAD,/register,301,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://evil.com/phishing,failed
185.107.56.231,john_doe,qwerty,2025-04-20T19:52:49+0100,OPTIONS,/admin,201,curl/7.68.0,https://example.com,success
10.0.0.2,admin,<script>alert('xss')</script>,2025-04-20T21:52:49+0300,GET,/profile,404,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://unknown.tld/weird,failed
45.134.20.55,manager,123qwe,2025-04-21T03:52:49+0900,PATCH,/login,200,curl/7.68.0,https://youtube.com,success
141.98.10.91,service,""" onmouseover=""alert(1)""",2025-04-21T03:52:49+0900,POST,/dashboard,404,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://evil.com/redirect,failed
103.152.220.10,guest1,admin' --,2025-04-20T14:52:49-0400,GET,/logout,301,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://youtube.com,success
218.92.0.220,dev,letmein,2025-04-20T22:52:49+0400,GET,/api/user,401,curl/7.68.0,https://bot.com/spam,success
218.92.0.103,user,x' OR 1=1 --,2025-04-20T19:52:49+0100,HEAD,/login,403,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",https://unknown.tld/weird,failed
89.234.157.254,manager,password1,2025-04-20T20:52:49+0200,OPTIONS,/settings,400,PostmanRuntime/7.29.0,https://secured.com,success
141.98.10.91,adam,""" onmouseover=""alert(1)""",2025-04-20T20:52:49+0200,OPTIONS,/profile,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://facebook.com,success
109.248.148.55,adam,root,2025-04-20T20:52:49+0200,OPTIONS,/api/data,404,python-requests/2.25.1,https://example.com,failed
10.0.0.2,hacker,iloveyou,2025-04-20T14:52:49-0400,HEAD,/auth,403,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://youtube.com,success
218.92.0.111,dbadmin,123456,2025-04-20T22:52:49+0400,GET,/api/data,401,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",https://example.com,success
218.92.0.216,johnsmith,iloveyou,2025-04-20T19:52:49+0100,PATCH,/auth,301,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://attack.com/malicious,success
141.98.10.91,hilary,root,2025-04-20T11:52:49-0700,PATCH,/dashboard,401,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://evil.com/phishing,success
193.32.126.210,johnsmith,<script>alert('xss')</script>,2025-04-20T14:52:49-0400,HEAD,/logout,301,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",https://legit-site.org,failed
134.209.120.69,service_account,iloveyou,2025-04-20T22:52:49+0400,GET,/register,401,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://facebook.com,success
172.16.0.3,admin,root' OR '1'='1,2025-04-20T21:52:49+0300,POST,/logout,404,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://secured.com,success
218.92.0.219,angela,password123,2025-04-21T00:22:49+0530,GET,/usr/login,503,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://google.com,success
94.102.49.193,james,' OR 1=1#,2025-04-21T06:52:49+1200,PATCH,/login,201,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://secured.com,success
218.92.0.226,hilary,123456,2025-04-20T20:52:49+0200,HEAD,/admin,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://bot.com/spam,success
218.92.0.221,hilary,1234abcd,2025-04-21T00:22:49+0530,HEAD,/login,503,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://bot.com/spam,failed
203.0.113.5,test,123qwe,2025-04-21T03:52:49+0900,DELETE,/api/user,401,python-requests/2.25.1,https://evil.com/phishing,failed
218.92.0.226,guest1,123456,2025-04-20T20:52:49+0200,PATCH,/profile,403,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://evil.com/phishing,failed
218.92.0.221,angela,""" onmouseover=""alert(1)""",2025-04-21T04:52:49+1000,POST,/admin,201,PostmanRuntime/7.29.0,https://someother.com,success
185.129.62.62,alice,123456,2025-04-20T20:52:49+0200,HEAD,/profile,502,curl/7.68.0,https://youtube.com,success
185.220.101.23,alex,12345,2025-04-20T22:52:49+0400,OPTIONS,/usr/login,201,curl/7.68.0,https://evil.com/phishing,failed
218.92.0.220,service_account,letmein123,2025-04-20T22:52:49+0400,PUT,/settings,301,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://facebook.com,failed
218.92.0.218,smith,root123,2025-04-21T06:52:49+1200,HEAD,/profile,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://hacked.com/exploit,failed
103.86.49.149,hilary,password1,2025-04-21T00:22:49+0530,DELETE,/login,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://legit-site.org,success
218.92.0.103,guest,x' OR 1=1 --,2025-04-21T04:52:49+1000,PUT,/auth,301,PostmanRuntime/7.29.0,https://evil.com/phishing,failed
185.246.208.200,johnsmith,admin' #,2025-04-20T14:52:49-0400,GET,/dashboard,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://youtube.com,success
218.92.0.219,eve,root' OR '1'='1,2025-04-20T14:52:49-0400,OPTIONS,/profile,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://facebook.com,success
103.152.220.10,bob,iloveyou,2025-04-20T11:52:49-0700,PUT,/api/data,401,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://secured.com,success
185.142.236.35,admin,admin' --,2025-04-21T06:52:49+1200,OPTIONS,/api/user,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://hacked.com/exploit,failed
45.227.253.82,webmaster,letmein123,2025-04-21T00:22:49+0530,PATCH,/usr/login,301,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://facebook.com,failed
94.102.49.193,hilary,root' OR '1'='1,2025-04-20T20:52:49+0200,HEAD,/settings,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://bot.com/spam,failed
192.168.1.1,service_account,admin' --,2025-04-20T11:52:49-0700,GET,/dashboard,301,python-requests/2.25.1,https://youtube.com,failed
37.123.163.58,manager,'; DROP TABLE users; --,2025-04-20T18:52:49+0000,GET,/api/data,301,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://bot.com/spam,failed
218.92.0.225,root,123qwe,2025-04-20T11:52:49-0700,OPTIONS,/login,201,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://unknown.tld/weird,success
185.38.175.132,dev,password123,2025-04-20T20:52:49+0200,PATCH,/logout,301,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",-,success
218.92.0.236,charlie,iloveyou,2025-04-21T00:22:49+0530,PUT,/logout,404,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://youtube.com,success
185.129.62.62,smith,<script>alert(1)</script>,2025-04-21T04:52:49+1000,DELETE,/dashboard,404,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://example.com,success
37.123.163.58,webmaster,12345,2025-04-21T00:22:49+0530,POST,/profile,201,PostmanRuntime/7.29.0,https://someother.com,failed
185.220.100.252,manager,'; DROP TABLE users; --,2025-04-20T18:52:49+0000,DELETE,/logout,201,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://someother.com,failed
37.123.163.58,alice,qwerty,2025-04-20T20:52:49+0200,DELETE,/usr/login,200,curl/7.68.0,https://facebook.com,failed
103.75.201.2,webmaster,root,2025-04-20T20:52:49+0200,HEAD,/auth,201,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://legit-site.org,failed
103.152.220.10,eve,' OR '1'='1,2025-04-21T06:52:49+1200,DELETE,/login,301,PostmanRuntime/7.29.0,https://bot.com/spam,success
218.92.0.223,dbadmin,'; DROP TABLE users; --,2025-04-20T21:52:49+0300,PATCH,/register,403,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://someother.com,success
185.246.208.200,manager,123456,2025-04-20T20:52:49+0200,PUT,/api/data,401,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://unknown.tld/weird,failed
218.92.0.227,smith,admin' --,2025-04-20T14:52:49-0400,DELETE,/dashboard,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://evil.com/phishing,failed
218.92.0.231,john_doe,password,2025-04-20T21:52:49+0300,OPTIONS,/profile,301,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://example.com,success
218.92.0.227,admin,' OR 1=1#,2025-04-20T19:52:49+0100,OPTIONS,/admin,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://example.com,success
